hsa:9731	CDS	1:complement(3812086..3857211)	CEP104, CFAP256, GlyBP, JBTS25, KIAA0562, MRT77, ROC22; centrosomal protein 104
hsa:1677	CDS	1:3857476..3885429	DFFB, CAD, CPAN, DFF-40, DFF2, DFF40; DNA fragmentation factor subunit beta
hsa:339448	CDS	1:complement(3889133..3900272)	C1orf174; chromosome 1 open reading frame 174
hsa:55966	CDS	1:4654609..4792534	AJAP1, MOT8, SHREW-1, SHREW1; adherens junctions associated protein 1
hsa:124900451	ncRNA	1:5680952..5681026	small nucleolar RNA SNORD66
hsa:100616421	miRNA	1:complement(5862672..5862741)	MIR4689, mir-4689; microRNA 4689
hsa:261734	CDS	1:complement(5862811..5992425)	NPHP4, POC10, SLSN4; nephrocystin 4
hsa:8514	CDS	1:5992676..6101180	KCNAB2, AKR6A5, HKvbeta2, HKvbeta2.1, HKvbeta2.2, KCNA2B, KV-BETA-2; potassium voltage-gated channel subfamily A regulatory beta subunit 2
hsa:26038	CDS	1:complement(6101787..6180321)	CHD5, CHD-5, PMNDS; chromodomain helicase DNA binding protein 5
hsa:6146	CDS	1:complement(6185020..6199595)	RPL22, EAP, HBP15, HBP15/L22, L22, eL22; ribosomal protein L22
hsa:388591	CDS	1:6206119..6221299	RNF207, C1orf188; ring finger protein 207
hsa:23463	CDS	1:complement(6221193..6235964)	ICMT, HSTE14, MST098, MSTP098, PCCMT, PCMT, PPMT; isoprenylcysteine carboxyl methyltransferase
hsa:390992	CDS	1:6244179..6245578	HES3, bHLHb43; hes family bHLH transcription factor 3
hsa:387509	CDS	1:complement(6247353..6261098)	GPR153, PGR1; G protein-coupled receptor 153
hsa:11332	CDS	1:complement(6264272..6393767)	ACOT7, ACH1, ACT, BACH, CTE-II, LACH, LACH1, hBACH; acyl-CoA thioesterase 7
hsa:54626	CDS	1:complement(6415232..6419919)	HES2, bHLHb40; hes family bHLH transcription factor 2
hsa:83715	CDS	1:6424776..6461370	ESPN, DFNB36, LP2654, USH1M; espin
hsa:100422975	miRNA	1:complement(6429834..6429896)	MIR4252; microRNA 4252
hsa:8718	CDS	1:complement(6460786..6466173)	TNFRSF25, APO-3, DDR3, DR3, GEF720, LARD, PLEKHG5, TNFRSF12, TR3, TRAMP, WSL-1, WSL-LR; TNF receptor superfamily member 25
hsa:57449	CDS	1:complement(6467122..6520092)	PLEKHG5, ARHGEF45, CMTRIC, DSMA4, GEF720, HMNR4, Syx, Tech; pleckstrin homology and RhoGEF domain containing G5
hsa:79707	CDS	1:complement(6521347..6554513)	NOL9, Grc3, NET6; nucleolar protein 9
hsa:80835	CDS	1:6555307..6579755	TAS1R1, GM148, GPR70, T1R1, TR1; taste 1 receptor member 1
hsa:3104	CDS	1:6579994..6589280	ZBTB48, HKR3, TZAP, ZNF855, pp9964; zinc finger and BTB domain containing 48
hsa:9903	CDS	1:complement(6590724..6602869)	KLHL21; kelch like family member 21
hsa:148479	CDS	1:6613731..6624030	PHF13, PHF5, SPOC1; PHD finger protein 13
hsa:90326	CDS	1:6624868..6635595	THAP3; THAP domain containing 3
hsa:55735	CDS	1:complement(6634170..6701816)	DNAJC11, dJ126A5.1; DnaJ heat shock protein family (Hsp40) member C11
hsa:124904847	ncRNA	1:6752723..6752821	small nucleolar RNA U13
hsa:23261	CDS	1:6785454..7769706	CAMTA1, CANPMR, CECBA; calmodulin binding transcription activator 1
hsa:9341	CDS	1:7771296..7781432	VAMP3, CEB; vesicle associated membrane protein 3
hsa:8863	CDS	1:7784291..7845177	PER3, FASPS3, GIG13; period circadian regulator 3
hsa:10911	CDS	1:complement(7847612..7913249)	UTS2, PRO1068, U-II, UCN2, UII; urotensin 2
hsa:3604	CDS	1:complement(7915871..7940839)	TNFRSF9, 4-1BB, CD137, CDw137, ILA, IMD109; TNF receptor superfamily member 9
hsa:11315	CDS	1:7961711..7985505	PARK7, DJ-1, DJ1, GATD2, HEL-S-67p; Parkinsonism associated deglycase
hsa:54206	CDS	1:complement(8011727..8026309)	ERRFI1, GENE-33, MIG-6, MIG6, RALT; ERBB receptor feedback inhibitor 1
hsa:50651	CDS	1:8318114..8344165	SLC45A1, DNB5, IDDNPF, PAST-A; solute carrier family 45 member 1
hsa:473	CDS	1:complement(8352404..8817640)	RERE, ARG, ARP, ATN1L, DNB1, NEDBEH; arginine-glutamic acid dipeptide repeats
hsa:106632271	ncRNA	1:complement(8494800..8494913)	SNORD128, ZL43; small nucleolar RNA, C/D box 128
hsa:124900452	ncRNA	1:complement(8511795..8511919)	small nucleolar RNA SNORA77
hsa:2023	CDS	1:complement(8861000..8878686)	ENO1, ENO1-IT1, ENO1L1, HEL-S-17, MPB1, NNE, PPH; enolase 1
hsa:102465436	miRNA	1:complement(8866502..8866590)	MIR6728, hsa-mir-6728; microRNA 6728
hsa:765	CDS	1:8945868..8975092	CA6, CA-VI, GUSTIN; carbonic anhydrase 6
hsa:155184	CDS	1:complement(8992534..9026423)	SLC2A7, GLUT-7, GLUT7, hGLUT7; solute carrier family 2 member 7
hsa:6518	CDS	1:complement(9035106..9094195)	SLC2A5, GLUT-5, GLUT5; solute carrier family 2 member 5
hsa:124900441	ncRNA	1:9082696..9082879	small Cajal body-specific RNA 16
hsa:80045	CDS	1:complement(9100305..9129102)	GPR157; G protein-coupled receptor 157
hsa:407040	miRNA	1:complement(9151668..9151777)	MIR34A, MIRN34A, miRNA34A, mir-34, mir-34a; microRNA 34a
hsa:9563	CDS	1:9234774..9271337	H6PD, CORTRD1, G6PDH, GDH, H6PDH; hexose-6-phosphate dehydrogenase/glucose 1-dehydrogenase
hsa:80176	CDS	1:9292894..9369532	SPSB1, SSB-1, SSB1; splA/ryanodine receptor domain and SOCS box containing 1
hsa:84275	CDS	1:9539465..9585173	SLC25A33, BMSC-MCP, PNC1; solute carrier family 25 member 33
hsa:199953	CDS	1:9588911..9614877	TMEM201, Ima1, NET5, SAMP1; transmembrane protein 201
hsa:124903837	CDS	1:9614664..9622316	uncharacterized LOC124903837
hsa:5293	CDS	1:9627258..9729114	PIK3CD, APDS, IMD14, IMD14A, IMD14B, P110DELTA, PI3K, ROCHIS, p110D; phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit delta
hsa:22883	CDS	1:complement(9728926..9824526)	CLSTN1, ALC-ALPHA, CDHR12, CST-1, CSTN1, PIK3CD, XB31alpha, alcalpha1, alcalpha2; calsyntenin 1
hsa:56998	CDS	1:complement(9848276..9910269)	CTNNBIP1, ICAT; catenin beta interacting protein 1
hsa:84328	CDS	1:complement(9922118..9943391)	LZIC; leucine zipper and CTNNBIP1 domain containing
hsa:64802	CDS	1:9942923..9996892	NMNAT1, LCA9, NMNAT, PNAT1, SHILCA; nicotinamide nucleotide adenylyltransferase 1
hsa:100847055	miRNA	1:9967381..9967458	MIR5697; microRNA 5697
hsa:124903840	CDS	1:complement(9996719..9998089)	basic salivary proline-rich protein 2-like
hsa:116362	CDS	1:9997228..10016021	RBP7, CRABP4, CRBP4, CRBPIV; retinol binding protein 7
hsa:10277	CDS	1:10032958..10181239	UBE4B, E4, HDNB1, UBOX3, UFD2, UFD2A; ubiquitination factor E4B
hsa:23095	CDS	1:10210570..10381603	KIF1B, CMT2, CMT2A, CMT2A1, HMSNII, KLP, NBLST1; kinesin family member 1B
hsa:5226	CDS	1:10399064..10420511	PGD, 6PGD; phosphogluconate dehydrogenase
hsa:378708	CDS	1:10430433..10442808	CENPS, APITD1, CENP-S, FAAP16, MHF1; centromere protein S
hsa:100526739	CDS	1:10430433..10452153	CENPS-CORT, APITD1, APITD1-CORT, CENP-S, CENPS, FAAP16, MHF1; CENPS-CORT readthrough
hsa:1325	CDS	1:10450031..10451998	CORT, CST-14, CST-17, CST-29, SST2; cortistatin
hsa:1676	CDS	1:complement(10456522..10472529)	DFFA, DFF-45, DFF1, ICAD; DNA fragmentation factor subunit alpha
hsa:5195	CDS	1:10474950..10630758	PEX14, NAPP2, PBD13A, Pex14p, dJ734G22.2; peroxisomal biogenesis factor 14
hsa:54897	CDS	1:complement(10636604..10796646)	CASZ1, CAS11, CST, SRG, ZNF693, dJ734G22.1; castor zinc finger 1
hsa:148345	CDS	1:complement(10946475..10982076)	CIROZ, C1orf127, HTX14; ciliated left-right organizer protein containing ZP-N domains
hsa:23435	CDS	1:11012654..11030528	TARDBP, ALS10, TDP-43; TAR DNA binding protein
hsa:10747	CDS	1:complement(11026523..11047239)	MASP2, MAP-2, MAP19, MASP-2, MASP1P1, sMAP; MBL associated serine protease 2
hsa:6723	CDS	1:complement(11054589..11060018)	SRM, PAPT, SPDSY, SPS1, SRML1; spermidine synthase
hsa:5394	CDS	1:complement(11066618..11099869)	EXOSC10, PM-Scl, PM/Scl-100, PMSCL, PMSCL2, RRP6, Rrp6p, p2, p3, p4; exosome component 10
hsa:2475	CDS	1:complement(11106535..11262551)	MTOR, FRAP, FRAP1, FRAP2, RAFT1, RAPT1, SKS; mechanistic target of rapamycin kinase
hsa:124904848	ncRNA	1:complement(11169507..11169613)	small nucleolar RNA U13
hsa:10218	CDS	1:11189355..11195981	ANGPTL7, AngX, CDT6, dJ647M16.1; angiopoietin like 7
hsa:29914	CDS	1:11273198..11299574	UBIAD1, SCCD, TERE1; UbiA prenyltransferase domain containing 1
hsa:57540	CDS	1:11479155..11537551	DISP3, PTCHD2; dispatched RND transporter family member 3
hsa:26232	CDS	1:complement(11648387..11654429)	FBXO2, FBG1, FBX2, Fbs1, NFB42, OCP1; F-box protein 2
hsa:93611	CDS	1:11654407..11663327	FBXO44, FBG3, FBX30, FBX6A, Fbx44, Fbxo6a; F-box protein 44
hsa:26270	CDS	1:11664200..11674354	FBXO6, FBG2, FBS2, FBX6, Fbx6b; F-box protein 6
hsa:10459	CDS	1:complement(11674480..11691830)	MAD2L2, FANCV, MAD2B, POLZ2, REV7; mitotic arrest deficient 2 like 2
hsa:374946	CDS	1:11686635..11725857	DRAXIN, AGPA3119, C1orf187, UNQ3119, neucrin; dorsal inhibitory axon guidance protein
hsa:57085	CDS	1:11736136..11750769	AGTRAP, ATRAP; angiotensin II receptor associated protein
hsa:284498	CDS	1:11762193..11789585	C1orf167; chromosome 1 open reading frame 167
hsa:4524	CDS	1:complement(11785723..11805964)	MTHFR; methylenetetrahydrofolate reductase
hsa:1185	CDS	1:11806191..11843130	CLCN6, CLC-6, CONRIBA; chloride voltage-gated channel 6
hsa:100379251	ncRNA	1:11840319..11847616	NPPA-AS1, NPPA-AS, NPPAAS; NPPA antisense RNA 1
hsa:4878	CDS	1:complement(11845709..11847783)	NPPA, ANF, ANP, ATFB6, ATRST2, CDD, CDD-ANF, CDP, PND; natriuretic peptide A
hsa:4879	CDS	1:complement(11857464..11858945)	NPPB, BNP, Iso-ANP; natriuretic peptide B
hsa:26829	ncRNA	1:11908152..11908272	RNU5E-1, RNU5E, U5E; RNA, U5E small nuclear 1
hsa:90231	CDS	1:complement(11919591..11926427)	KIAA2013
hsa:5351	CDS	1:11934717..11975537	PLOD1, EDS6, EDSKCL1, LH, LH1, LLH, PLOD; procollagen-lysine,2-oxoglutarate 5-dioxygenase 1
hsa:9927	CDS	1:11980444..12013508	MFN2, CMT2A, CMT2A2, CMT2A2A, CMT2A2B, CPRP1, HMSN6A, HSG, MARF, MSL; mitofusin 2
hsa:60672	CDS	1:12019498..12032045	MIIP, IIP45; migration and invasion inhibitory protein
hsa:102466982	miRNA	1:12029158..12029222	MIR6729, hsa-mir-6729; microRNA 6729
hsa:943	CDS	1:12063303..12144207	TNFRSF8, CD30, D1S166E, Ki-1; TNF receptor superfamily member 8
hsa:102465836	miRNA	1:12166943..12167038	MIR7846, hsa-mir-7846; microRNA 7846
hsa:7133	CDS	1:12166991..12209220	TNFRSF1B, CD120b, TBPII, TNF-R-II, TNF-R75, TNFBR, TNFR1B, TNFR2, TNFR80, p75, p75TNFR; TNF receptor superfamily member 1B
hsa:100616438	miRNA	1:12191713..12191773	MIR4632; microRNA 4632
hsa:55187	CDS	1:12230030..12512047	VPS13D, BLTP5D, SCA24, SCAR4, SCASI; vacuolar protein sorting 13 homolog D
hsa:677885	ncRNA	1:12507246..12507397	SNORA59A, ACA59; small nucleolar RNA, H/ACA box 59A
hsa:9249	CDS	1:complement(12567910..12618210)	DHRS3, CNALPTC1, DD83.1, RDH17, Rsdr1, SDR1, SDR16C1, retSDR1; dehydrogenase/reductase 3
hsa:102466722	miRNA	1:complement(12578957..12579023)	MIR6730, hsa-mir-6730; microRNA 6730
hsa:343066	CDS	1:12644085..12667076	AADACL4; arylacetamide deacetylase like 4
hsa:126767	CDS	1:12716110..12728760	AADACL3; arylacetamide deacetylase like 3
hsa:124904811	ncRNA	1:12739736..12739839	small nucleolar RNA U13
hsa:93190	CDS	1:12746200..12763699	CFAP107, C1orf158; cilia and flagella associated protein 107
hsa:390999	CDS	1:12773738..12777906	PRAMEF12; PRAME family member 12
hsa:65121	CDS	1:12791397..12796628	PRAMEF1; PRAME family member 1
hsa:440560	CDS	1:complement(12824605..12831410)	PRAMEF11; PRAME family member 11
hsa:343069	CDS	1:complement(12847377..12848720)	HNRNPCL1, HNRPCL1; heterogeneous nuclear ribonucleoprotein C like 1
hsa:65122	CDS	1:12857086..12861909	PRAMEF2, DJ845O24.3; PRAME family member 2
hsa:400735	CDS	1:complement(12879212..12886201)	PRAMEF4; PRAME family member 4
hsa:343071	CDS	1:complement(12892896..12898270)	PRAMEF10; PRAME family member 10
hsa:441871	CDS	1:12916610..12920751	PRAMEF7; PRAME family member 7
hsa:440561	CDS	1:complement(12938472..12947580)	PRAMEF6; PRAME family member 6
hsa:101929983	CDS	1:complement(13049476..13056575)	PRAMEF27; PRAME family member 27
hsa:649330	CDS	1:13060769..13062878	HNRNPCL3, HNRNPCL2, HNRNPCL4; heterogeneous nuclear ribonucleoprotein C like 3
hsa:441873	CDS	1:13070774..13077884	PRAMEF25; PRAME family member 25
hsa:440563	CDS	1:complement(13115488..13116854)	HNRNPCL2, HNRNPCP5; heterogeneous nuclear ribonucleoprotein C like 2
hsa:645359	CDS	1:complement(13148907..13156009)	PRAMEF26, PRAMEF25; PRAME family member 26
hsa:101060301	CDS	1:complement(13163914..13165631)	HNRNPCL4, HNRNPCL3; heterogeneous nuclear ribonucleoprotein C like 4
hsa:343070	CDS	1:13171848..13179459	PRAMEF9; PRAME family member 9
hsa:400736	CDS	1:complement(13196188..13201409)	PRAMEF13; PRAME family member 13
hsa:391003	CDS	1:complement(13222695..13226154)	PRAMEF18; PRAME family member 18
hsa:343068	CDS	1:13254198..13263435	PRAMEF5, PRAMEF23, PRAMEF5L; PRAME family member 5
hsa:391002	CDS	1:complement(13281304..13285137)	PRAMEF8, PRAMEF24; PRAME family member 8
hsa:645382	CDS	1:13303539..13308907	PRAMEF33, PRAMEF33P; PRAME family member 33
hsa:653619	CDS	1:13315581..13322598	PRAMEF15; PRAME family member 15
hsa:729528	CDS	1:complement(13341892..13347134)	PRAMEF14; PRAME family member 14
hsa:645414	CDS	1:complement(13368431..13371947)	PRAMEF19; PRAME family member 19
hsa:391004	CDS	1:13389632..13392629	PRAMEF17; PRAME family member 17
hsa:645425	CDS	1:13410450..13421328	PRAMEF20, PRAMEF21; PRAME family member 20
hsa:126755	CDS	1:complement(13474973..13514003)	LRRC38; leucine rich repeat containing 38
hsa:10630	CDS	1:13583757..13617957	PDPN, AGGRUS, D2-40, GP36, GP40, Gp38, HT1A-1, OTS8, PA2.26, T1A, T1A-2, T1A2, TI1A; podoplanin
hsa:124900446	ncRNA	1:complement(13696070..13696199)	small Cajal body-specific RNA 11
hsa:7799	CDS	1:13700188..13825079	PRDM2, HUMHOXY1, KMT8, KMT8A, MTB-ZF, RIZ, RIZ1, RIZ2; PR/SET domain 2
hsa:23254	CDS	1:13892824..15118043	KAZN, C1orf196, KAZ; kazrin, periplakin interacting protein
hsa:55092	CDS	1:15152566..15220478	TMEM51, C1orf72; transmembrane protein 51
hsa:114827	CDS	1:15236521..15403010	FHAD1; forkhead associated phosphopeptide binding domain 1
hsa:79180	CDS	1:15409888..15430339	EFHD2, SWS1; EF-hand domain family member D2
hsa:11330	CDS	1:15438443..15449242	CTRC, CLCR, ELA4; chymotrypsin C
hsa:63036	CDS	1:15456732..15472091	CELA2A, AOMS4, ELA2A, PE-1; chymotrypsin like elastase 2A
hsa:51032	CDS	1:15476104..15491395	CELA2B, ELA2B; chymotrypsin like elastase 2B
hsa:842	CDS	1:complement(15491401..15524912)	CASP9, APAF-3, APAF3, ICE-LAP6, MCH6, PPP1R56; caspase 9
hsa:23341	CDS	1:15526848..15571733	DNAJC16, ERdj8; DnaJ heat shock protein family (Hsp40) member C16
hsa:107397391	ncRNA	1:15542166..15542304	SCARNA21B; small Cajal body-specific RNA 21B
hsa:79814	CDS	1:complement(15571699..15585051)	AGMAT; agmatinase (putative)
hsa:84301	CDS	1:15617458..15669044	DDI2; DDI proteasomal shuttling factor 2
hsa:6248	CDS	1:15659713..15662033	RSC1A1, RS1; regulator of solute carriers 1
hsa:23207	CDS	1:15681506..15734769	PLEKHM2, SKIP; pleckstrin homology and RUN domain containing M2
hsa:284723	CDS	1:15736258..15741392	SLC25A34; solute carrier family 25 member 34
hsa:388595	CDS	1:15742499..15747982	TMEM82; transmembrane protein 82
hsa:54751	CDS	1:15756638..15786589	FBLIM1, CAL, FBLP-1, FBLP1; filamin binding LIM protein 1
hsa:440567	CDS	1:complement(15807374..15807649)	UQCRHL, hCG25371; ubiquinol-cytochrome c reductase hinge protein like
